113,0,0:33:05
34,0,0:33:26
135,0,0:33:39
107,0,0:33:46
109,0,0:34:04
110,0,0:34:12
3,0,0:34:22
46,0,0:35:05
238,0,0:35:19
264,0,0:35:22
12,0,0:35:25
48,0,0:35:50
39,0,0:36:09
31,0,0:36:26
225,0,0:36:39
51,0,0:36:40
219,0,0:36:53
159,0,0:36:55
11,0,0:36:59
56,0,0:37:06
252,0,0:37:11
214,0,0:37:20
106,0,0:37:25
53,0,0:37:26
205,0,0:37:37
231,0,0:37:42
5,0,0:37:47
108,0,0:37:58
101,0,0:38:01
226,0,0:38:03
246,0,0:38:05
150,0,0:38:10
127,0,0:38:13
131,0,0:38:19
59,0,0:38:22
43,0,0:38:37
247,0,0:38:51
130,0,0:38:54
50,0,0:39:06
229,0,0:39:09
146,0,0:39:13
250,0,0:39:15
8,0,0:39:17
45,0,0:39:25
228,0,0:39:27
265,0,0:39:39
258,0,0:39:42
115,0,0:39:46
245,0,0:39:49
102,0,0:40:01
132,0,0:40:03
234,0,0:40:06
9,0,0:40:18
23,0,0:40:41
213,0,0:40:45
268,0,0:40:47
18,0,0:40:59
37,0,0:41:07
133,0,0:41:16
237,0,0:41:24
227,0,0:41:25
49,0,0:41:35
243,0,0:41:39
7,0,0:41:41
134,0,0:41:44
58,0,0:41:52
118,0,0:41:54
19,0,0:42:04
242,0,0:42:05
121,0,0:42:07
126,0,0:42:09
207,0,0:42:14
230,0,0:42:15
52,0,0:42:19
251,0,0:42:21
215,0,0:42:23
261,0,0:42:24
2,0,0:42:25
13,0,0:42:49
120,0,0:43:04
116,0,0:43:06
263,0,0:43:09
54,0,0:43:12
125,0,0:43:16
22,0,0:43:19
4,0,0:43:30
57,0,0:43:33
262,0,0:43:55
29,0,0:43:59
249,0,0:44:00
259,0,0:44:02
35,0,0:44:04
140,0,0:44:05
141,0,0:44:06
145,0,0:44:07
104,0,0:44:10
256,0,0:44:13
6,0,0:44:18
21,0,0:44:28
232,0,0:44:34
143,0,0:44:35
217,0,0:44:35
136,0,0:44:43
112,0,0:44:44
202,0,0:44:45
55,0,0:44:46
206,0,0:44:52
220,0,0:45:03
38,0,0:45:05
239,0,0:45:07
260,0,0:45:16
26,0,0:45:25
209,0,0:45:30
216,0,0:45:32
236,0,0:45:37
44,0,0:45:39
148,0,0:45:51
201,0,0:46:14
25,0,0:46:42
24,0,0:46:44
137,0,0:46:56
122,0,0:47:02
142,0,0:47:33
203,0,0:47:47
40,0,0:47:53
117,0,0:47:58
114,0,0:48:03
160,0,0:48:20
1,0,0:48:22
151,0,0:48:49
152,0,0:48:53
129,0,0:49:00
14,0,0:49:03
244,0,0:49:10
241,0,0:49:24
222,0,0:49:25
119,0,0:49:27
20,0,0:49:37
218,0,0:49:37
221,0,0:49:51
144,0,0:50:06
147,0,0:50:47
105,0,0:50:49
233,0,0:50:51
139,0,0:50:53
267,0,0:50:57
36,0,0:50:58
138,0,0:51:17
153,0,0:51:40
10,0,0:51:57
30,0,0:52:11
16,0,0:52:13
33,0,0:52:16
42,0,0:52:19
156,0,0:52:27
240,0,0:52:28
149,0,0:52:35
155,0,0:53:30
154,0,0:53:31
223,0,0:53:47
17,0,0:53:52
28,0,0:53:57
41,0,0:53:58
210,0,0:54:29
98,0,0:54:30
124,0,0:54:36
15,0,0:54:45
211,0,0:54:45
32,0,0:54:46
212,0,0:55:55
257,0,0:56:28
204,0,0:56:43
47,0,0:57:30
128,0,0:57:39
158,0,0:57:42
123,0,0:59:26
224,0,0:59:35
27,0,0:59:37
266,0,1:00:09
235,0,1:00:10
248,0,1:03:19
157,0,1:10:13
60,0,1:26:21
61,0,1:26:23
208,0,DNF
253,0,DNF
255,0,DNS
